,Date/Time,Temp (?C),Temp Interpolated (?C),Temp 24-HR AVG (?C)
0,2018-07-01 00:00:00,14.1,14.1,
1,2018-07-01 01:00:00,14.3,14.3,
2,2018-07-01 02:00:00,14.3,14.3,
3,2018-07-01 03:00:00,14.2,14.2,
4,2018-07-01 04:00:00,13.9,13.9,
5,2018-07-01 05:00:00,14.0,14.0,
6,2018-07-01 06:00:00,14.4,14.4,
7,2018-07-01 07:00:00,14.6,14.6,
8,2018-07-01 08:00:00,15.6,15.6,
9,2018-07-01 09:00:00,17.1,17.1,
10,2018-07-01 10:00:00,17.4,17.4,
11,2018-07-01 11:00:00,18.6,18.6,
12,2018-07-01 12:00:00,20.3,20.3,16.454166666666662
13,2018-07-01 13:00:00,19.2,19.2,16.47916666666666
14,2018-07-01 14:00:00,18.4,18.4,16.483333333333327
15,2018-07-01 15:00:00,19.2,19.2,16.466666666666658
16,2018-07-01 16:00:00,19.4,19.4,16.44166666666666
17,2018-07-01 17:00:00,18.9,18.9,16.408333333333328
18,2018-07-01 18:00:00,18.2,18.2,16.374999999999996
19,2018-07-01 19:00:00,16.8,16.8,16.366666666666664
20,2018-07-01 20:00:00,16.2,16.2,16.345833333333328
21,2018-07-01 21:00:00,15.2,15.2,16.366666666666664
22,2018-07-01 22:00:00,15.4,15.4,16.349999999999994
23,2018-07-01 23:00:00,15.2,15.2,16.35416666666666
24,2018-07-02 00:00:00,14.7,14.7,16.308333333333326
25,2018-07-02 01:00:00,14.4,14.4,16.208333333333325
26,2018-07-02 02:00:00,13.9,13.9,16.187499999999993
27,2018-07-02 03:00:00,13.6,13.6,16.220833333333328
28,2018-07-02 04:00:00,13.1,13.1,16.19583333333333
29,2018-07-02 05:00:00,13.2,13.2,16.124999999999996
30,2018-07-02 06:00:00,14.2,14.2,16.08333333333333
31,2018-07-02 07:00:00,14.1,14.1,16.054166666666664
32,2018-07-02 08:00:00,16.1,16.1,16.07083333333333
33,2018-07-02 09:00:00,16.7,16.7,16.074999999999996
34,2018-07-02 10:00:00,17.5,17.5,16.10416666666666
35,2018-07-02 11:00:00,17.5,17.5,16.08333333333333
36,2018-07-02 12:00:00,17.9,17.9,16.02916666666666
37,2018-07-02 13:00:00,18.7,18.7,16.00833333333333
38,2018-07-02 14:00:00,19.2,19.2,15.949999999999996
39,2018-07-02 15:00:00,18.6,18.6,15.84583333333333
40,2018-07-02 16:00:00,17.7,17.7,15.741666666666662
41,2018-07-02 17:00:00,17.9,17.9,15.674999999999995
42,2018-07-02 18:00:00,17.5,17.5,15.599999999999994
43,2018-07-02 19:00:00,17.2,17.2,15.574999999999996
44,2018-07-02 20:00:00,16.3,16.3,15.599999999999994
45,2018-07-02 21:00:00,15.9,15.9,15.599999999999994
46,2018-07-02 22:00:00,14.9,14.9,15.633333333333328
47,2018-07-02 23:00:00,13.9,13.9,15.670833333333327
48,2018-07-03 00:00:00,14.2,14.2,15.754166666666661
49,2018-07-03 01:00:00,13.0,13.0,15.745833333333328
50,2018-07-03 02:00:00,11.4,11.4,15.749999999999995
51,2018-07-03 03:00:00,11.1,11.1,15.80833333333333
52,2018-07-03 04:00:00,11.5,11.5,15.874999999999995
53,2018-07-03 05:00:00,11.4,11.4,15.979166666666663
54,2018-07-03 06:00:00,13.6,13.6,16.07083333333333
55,2018-07-03 07:00:00,14.7,14.7,16.1375
56,2018-07-03 08:00:00,16.1,16.1,16.208333333333332
57,2018-07-03 09:00:00,17.5,17.5,16.2
58,2018-07-03 10:00:00,18.4,18.4,16.224999999999998
59,2018-07-03 11:00:00,19.5,19.5,16.216666666666665
60,2018-07-03 12:00:00,17.7,17.7,16.229166666666668
61,2018-07-03 13:00:00,18.8,18.8,16.245833333333334
62,2018-07-03 14:00:00,20.6,20.6,16.2625
63,2018-07-03 15:00:00,20.2,20.2,16.429166666666667
64,2018-07-03 16:00:00,20.2,20.2,16.579166666666666
65,2018-07-03 17:00:00,20.1,20.1,16.708333333333332
66,2018-07-03 18:00:00,19.1,19.1,16.858333333333334
67,2018-07-03 19:00:00,18.9,18.9,17.0
68,2018-07-03 20:00:00,16.1,16.1,17.145833333333332
69,2018-07-03 21:00:00,16.5,16.5,17.270833333333332
70,2018-07-03 22:00:00,14.7,14.7,17.379166666666666
71,2018-07-03 23:00:00,14.2,14.2,17.462500000000002
72,2018-07-04 00:00:00,14.6,14.6,17.479166666666668
73,2018-07-04 01:00:00,13.4,13.4,17.620833333333334
74,2018-07-04 02:00:00,15.4,15.4,17.741666666666667
75,2018-07-04 03:00:00,14.7,14.7,17.845833333333335
76,2018-07-04 04:00:00,14.6,14.6,17.9125
77,2018-07-04 05:00:00,15.0,15.0,17.9875
78,2018-07-04 06:00:00,17.0,17.0,18.070833333333336
79,2018-07-04 07:00:00,18.2,18.2,18.1375
80,2018-07-04 08:00:00,19.1,19.1,18.229166666666668
81,2018-07-04 09:00:00,20.1,20.1,18.366666666666667
82,2018-07-04 10:00:00,20.4,20.4,18.57916666666667
83,2018-07-04 11:00:00,19.9,19.9,18.82916666666667
84,2018-07-04 12:00:00,21.1,21.1,19.07916666666667
85,2018-07-04 13:00:00,21.7,21.7,19.2375
86,2018-07-04 14:00:00,23.1,23.1,19.4125
87,2018-07-04 15:00:00,21.8,21.8,19.57916666666667
88,2018-07-04 16:00:00,22.0,22.0,19.683333333333334
89,2018-07-04 17:00:00,22.1,22.1,19.804166666666667
90,2018-07-04 18:00:00,20.7,20.7,19.9375
91,2018-07-04 19:00:00,21.1,21.1,20.020833333333332
92,2018-07-04 20:00:00,19.4,19.4,20.07916666666667
93,2018-07-04 21:00:00,21.6,21.6,20.120833333333334
94,2018-07-04 22:00:00,20.7,20.7,20.245833333333334
95,2018-07-04 23:00:00,20.2,20.2,20.312500000000004
96,2018-07-05 00:00:00,18.4,18.4,20.412500000000005
97,2018-07-05 01:00:00,17.6,17.6,20.500000000000004
98,2018-07-05 02:00:00,19.4,19.4,20.525000000000002
99,2018-07-05 03:00:00,17.2,17.2,20.508333333333336
100,2018-07-05 04:00:00,17.5,17.5,20.558333333333334
101,2018-07-05 05:00:00,18.2,18.2,20.587500000000002
102,2018-07-05 06:00:00,19.0,19.0,20.6125
103,2018-07-05 07:00:00,19.6,19.6,20.633333333333336
104,2018-07-05 08:00:00,20.1,20.1,20.61666666666667
105,2018-07-05 09:00:00,23.1,23.1,20.670833333333338
106,2018-07-05 10:00:00,22.0,22.0,20.558333333333337
107,2018-07-05 11:00:00,22.3,22.3,20.479166666666668
108,2018-07-05 12:00:00,23.2,23.2,20.416666666666668
109,2018-07-05 13:00:00,22.3,22.3,20.358333333333338
110,2018-07-05 14:00:00,22.7,22.7,20.345833333333335
111,2018-07-05 15:00:00,23.0,23.0,20.258333333333336
112,2018-07-05 16:00:00,22.7,22.7,20.22083333333334
113,2018-07-05 17:00:00,22.7,22.7,20.14583333333334
114,2018-07-05 18:00:00,21.2,21.2,20.079166666666673
115,2018-07-05 19:00:00,20.7,20.7,20.02083333333334
116,2018-07-05 20:00:00,20.7,20.7,20.000000000000007
117,2018-07-05 21:00:00,18.9,18.9,20.00833333333334
118,2018-07-05 22:00:00,18.8,18.8,19.925000000000008
119,2018-07-05 23:00:00,18.7,18.7,19.912500000000005
120,2018-07-06 00:00:00,17.0,17.0,19.962500000000006
121,2018-07-06 01:00:00,17.3,17.3,19.904166666666672
122,2018-07-06 02:00:00,17.3,17.3,19.954166666666673
123,2018-07-06 03:00:00,16.3,16.3,19.991666666666674
124,2018-07-06 04:00:00,15.7,15.7,20.012500000000006
125,2018-07-06 05:00:00,16.6,16.6,19.929166666666674
126,2018-07-06 06:00:00,17.6,17.6,19.750000000000007
127,2018-07-06 07:00:00,19.1,19.1,19.65000000000001
128,2018-07-06 08:00:00,20.3,20.3,19.550000000000008
129,2018-07-06 09:00:00,21.1,21.1,19.435416666666676
130,2018-07-06 10:00:00,21.7,21.7,19.381250000000012
131,2018-07-06 11:00:00,23.5,23.5,19.316666666666677
132,2018-07-06 12:00:00,21.8,21.8,19.241666666666678
133,2018-07-06 13:00:00,23.5,23.5,19.225000000000012
134,2018-07-06 14:00:00,23.6,23.6,19.166666666666675
135,2018-07-06 15:00:00,23.5,23.5,19.12083333333334
136,2018-07-06 16:00:00,20.7,20.7,19.095833333333342
137,2018-07-06 17:00:00,18.4,18.4,19.075000000000006
138,2018-07-06 18:00:00,18.8,18.8,19.00833333333334
139,2018-07-06 19:00:00,18.3,18.3,18.920833333333338
140,2018-07-06 20:00:00,,17.95,18.78333333333334
141,2018-07-06 21:00:00,,17.6,18.620833333333337
142,2018-07-06 22:00:00,,17.25,18.462500000000002
143,2018-07-06 23:00:00,16.9,16.9,18.312500000000004
144,2018-07-07 00:00:00,16.6,16.6,18.137500000000006
145,2018-07-07 01:00:00,15.9,15.9,18.045833333333338
146,2018-07-07 02:00:00,16.2,16.2,17.925000000000008
147,2018-07-07 03:00:00,15.7,15.7,17.829166666666673
148,2018-07-07 04:00:00,15.2,15.2,17.74583333333334
149,2018-07-07 05:00:00,15.0,15.0,17.791666666666675
150,2018-07-07 06:00:00,15.5,15.5,17.891666666666676
151,2018-07-07 07:00:00,15.8,15.8,17.966666666666676
152,2018-07-07 08:00:00,16.4,16.4,18.029166666666676
153,2018-07-07 09:00:00,17.3,17.3,18.085416666666678
154,2018-07-07 10:00:00,18.1,18.1,18.060416666666676
155,2018-07-07 11:00:00,19.3,19.3,18.07500000000001
156,2018-07-07 12:00:00,19.6,19.6,18.04166666666668
157,2018-07-07 13:00:00,20.6,20.6,18.008333333333344
158,2018-07-07 14:00:00,21.3,21.3,17.983333333333345
159,2018-07-07 15:00:00,21.5,21.5,17.950000000000014
160,2018-07-07 16:00:00,21.8,21.8,17.804166666666678
161,2018-07-07 17:00:00,20.8,20.8,17.758333333333347
162,2018-07-07 18:00:00,20.6,20.6,17.708333333333346
163,2018-07-07 19:00:00,19.8,19.8,17.737500000000015
164,2018-07-07 20:00:00,19.3,19.3,17.800000000000015
165,2018-07-07 21:00:00,17.0,17.0,17.937500000000014
166,2018-07-07 22:00:00,17.6,17.6,18.012500000000014
167,2018-07-07 23:00:00,16.1,16.1,18.02916666666668
168,2018-07-08 00:00:00,15.8,15.8,18.033333333333346
169,2018-07-08 01:00:00,15.3,15.3,18.075000000000014
170,2018-07-08 02:00:00,15.4,15.4,18.100000000000012
171,2018-07-08 03:00:00,12.2,12.2,18.141666666666676
172,2018-07-08 04:00:00,14.1,14.1,18.15000000000001
173,2018-07-08 05:00:00,13.8,13.8,18.154166666666676
174,2018-07-08 06:00:00,16.2,16.2,18.137500000000006
175,2018-07-08 07:00:00,17.3,17.3,18.125000000000007
176,2018-07-08 08:00:00,19.7,19.7,18.116666666666674
177,2018-07-08 09:00:00,19.1,19.1,18.066666666666674
178,2018-07-08 10:00:00,18.5,18.5,18.079166666666676
179,2018-07-08 11:00:00,19.4,19.4,18.02500000000001
180,2018-07-08 12:00:00,20.6,20.6,18.037500000000005
181,2018-07-08 13:00:00,21.2,21.2,18.050000000000008
182,2018-07-08 14:00:00,22.3,22.3,18.11666666666667
183,2018-07-08 15:00:00,21.7,21.7,18.100000000000005
184,2018-07-08 16:00:00,21.9,21.9,18.216666666666672
185,2018-07-08 17:00:00,20.4,20.4,18.28333333333334
186,2018-07-08 18:00:00,20.3,20.3,18.39166666666667
187,2018-07-08 19:00:00,19.6,19.6,18.412500000000005
188,2018-07-08 20:00:00,18.1,18.1,18.425000000000004
189,2018-07-08 21:00:00,17.3,17.3,18.375000000000004
190,2018-07-08 22:00:00,16.3,16.3,18.370833333333337
191,2018-07-08 23:00:00,16.4,16.4,18.470833333333335
192,2018-07-09 00:00:00,16.1,16.1,18.51666666666667
193,2018-07-09 01:00:00,16.9,16.9,18.525000000000002
194,2018-07-09 02:00:00,15.0,15.0,18.512500000000003
195,2018-07-09 03:00:00,15.0,15.0,18.433333333333334
196,2018-07-09 04:00:00,15.7,15.7,18.3625
197,2018-07-09 05:00:00,16.4,16.4,18.2375
198,2018-07-09 06:00:00,16.7,16.7,18.187500000000004
199,2018-07-09 07:00:00,17.6,17.6,18.137500000000003
200,2018-07-09 08:00:00,18.5,18.5,18.062500000000004
201,2018-07-09 09:00:00,19.0,19.0,18.000000000000004
202,2018-07-09 10:00:00,20.9,20.9,17.95416666666667
203,2018-07-09 11:00:00,20.5,20.5,17.945833333333336
204,2018-07-09 12:00:00,20.8,20.8,17.90416666666667
205,2018-07-09 13:00:00,20.9,20.9,17.870833333333334
206,2018-07-09 14:00:00,20.4,20.4,17.795833333333338
207,2018-07-09 15:00:00,20.0,20.0,17.800000000000004
208,2018-07-09 16:00:00,18.9,18.9,17.795833333333338
209,2018-07-09 17:00:00,19.2,19.2,17.77083333333334
210,2018-07-09 18:00:00,19.1,19.1,17.712500000000006
211,2018-07-09 19:00:00,17.8,17.8,17.662500000000005
212,2018-07-09 20:00:00,16.6,16.6,17.566666666666674
213,2018-07-09 21:00:00,16.2,16.2,17.44583333333334
214,2018-07-09 22:00:00,16.1,16.1,17.337500000000006
215,2018-07-09 23:00:00,15.4,15.4,17.179166666666674
216,2018-07-10 00:00:00,15.3,15.3,17.07083333333334
217,2018-07-10 01:00:00,15.1,15.1,16.987500000000008
218,2018-07-10 02:00:00,15.1,15.1,16.94583333333334
219,2018-07-10 03:00:00,14.9,14.9,16.916666666666675
220,2018-07-10 04:00:00,15.1,15.1,16.891666666666673
221,2018-07-10 05:00:00,15.0,15.0,16.929166666666674
222,2018-07-10 06:00:00,15.5,15.5,16.950000000000006
223,2018-07-10 07:00:00,15.3,15.3,16.95833333333334
224,2018-07-10 08:00:00,15.6,15.6,17.004166666666674
225,2018-07-10 09:00:00,16.4,16.4,17.062500000000004
226,2018-07-10 10:00:00,17.1,17.1,17.075000000000006
227,2018-07-10 11:00:00,17.9,17.9,17.09583333333334
228,2018-07-10 12:00:00,18.8,18.8,17.100000000000005
229,2018-07-10 13:00:00,19.9,19.9,17.066666666666674
230,2018-07-10 14:00:00,19.7,19.7,16.966666666666672
231,2018-07-10 15:00:00,19.4,19.4,16.945833333333336
232,2018-07-10 16:00:00,19.8,19.8,16.925000000000004
233,2018-07-10 17:00:00,19.7,19.7,16.86666666666667
234,2018-07-10 18:00:00,19.3,19.3,16.820833333333336
235,2018-07-10 19:00:00,18.9,18.9,16.86666666666667
236,2018-07-10 20:00:00,18.0,18.0,16.99166666666667
237,2018-07-10 21:00:00,16.5,16.5,17.14166666666667
238,2018-07-10 22:00:00,16.6,16.6,17.283333333333335
239,2018-07-10 23:00:00,15.5,15.5,17.42916666666667
240,2018-07-11 00:00:00,14.5,14.5,17.545833333333338
241,2018-07-11 01:00:00,12.7,12.7,17.645833333333336
242,2018-07-11 02:00:00,14.6,14.6,17.737500000000004
243,2018-07-11 03:00:00,14.4,14.4,17.84583333333334
244,2018-07-11 04:00:00,13.7,13.7,17.966666666666672
245,2018-07-11 05:00:00,13.9,13.9,18.066666666666674
246,2018-07-11 06:00:00,16.6,16.6,18.154166666666672
247,2018-07-11 07:00:00,18.3,18.3,18.24166666666667
248,2018-07-11 08:00:00,19.2,19.2,18.312500000000007
249,2018-07-11 09:00:00,19.8,19.8,18.33750000000001
250,2018-07-11 10:00:00,20.6,20.6,18.404166666666676
251,2018-07-11 11:00:00,20.7,20.7,18.504166666666674
252,2018-07-11 12:00:00,21.2,21.2,18.55833333333334
253,2018-07-11 13:00:00,22.1,22.1,18.645833333333343
254,2018-07-11 14:00:00,22.3,22.3,18.829166666666676
255,2018-07-11 15:00:00,22.3,22.3,18.83750000000001
256,2018-07-11 16:00:00,22.2,22.2,18.933333333333344
257,2018-07-11 17:00:00,21.8,21.8,19.058333333333344
258,2018-07-11 18:00:00,21.4,21.4,19.19166666666668
259,2018-07-11 19:00:00,20.6,20.6,19.245833333333344
260,2018-07-11 20:00:00,18.6,18.6,19.254166666666677
261,2018-07-11 21:00:00,18.1,18.1,19.258333333333344
262,2018-07-11 22:00:00,19.0,19.0,19.27500000000001
263,2018-07-11 23:00:00,16.8,16.8,19.283333333333342
264,2018-07-12 00:00:00,16.6,16.6,19.31250000000001
265,2018-07-12 01:00:00,17.1,17.1,19.358333333333345
266,2018-07-12 02:00:00,14.8,14.8,19.358333333333345
267,2018-07-12 03:00:00,16.7,16.7,19.420833333333345
268,2018-07-12 04:00:00,16.7,16.7,19.45000000000001
269,2018-07-12 05:00:00,17.1,17.1,19.46666666666668
270,2018-07-12 06:00:00,17.9,17.9,19.475000000000012
271,2018-07-12 07:00:00,18.5,18.5,19.47916666666668
272,2018-07-12 08:00:00,19.3,19.3,19.48750000000001
273,2018-07-12 09:00:00,20.2,20.2,19.520833333333343
274,2018-07-12 10:00:00,20.8,20.8,19.541666666666675
275,2018-07-12 11:00:00,21.4,21.4,19.516666666666676
276,2018-07-12 12:00:00,22.3,22.3,19.58333333333334
277,2018-07-12 13:00:00,22.1,22.1,19.637500000000006
278,2018-07-12 14:00:00,23.8,23.8,19.650000000000002
279,2018-07-12 15:00:00,23.0,23.0,19.74166666666667
280,2018-07-12 16:00:00,22.6,22.6,19.737500000000004
281,2018-07-12 17:00:00,22.0,22.0,19.725000000000005
282,2018-07-12 18:00:00,21.5,21.5,19.695833333333336
283,2018-07-12 19:00:00,20.8,20.8,19.662500000000005
